"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","tp_flags","Mutational_Freq"
"LILRB1",1,0,0,"FALSE",0
"KIAA1109",1,0,0,"FALSE",0
"AW205955",1,0,0,"FALSE",0
"CR743578",1,0,0,"FALSE",0
"BC038747",1,0,0,"FALSE",0
"LOC142937",1,0,0,"FALSE",0
"EPCAM",1,0,0,"FALSE",0
"Sep.11",1,0,0,"FALSE",0
"MCOLN3",1,0,0,"FALSE",0
"HAUS3",1,0,0,"FALSE",0
"AA830448",1,0,0,"FALSE",0
"AX747287",1,0,0,"FALSE",0
"MEIS2",1,0,0,"FALSE",0
"MKI67",1,0,0,"FALSE",0
"CD518619",1,0,0,"FALSE",0
"BG760841",1,0,0,"FALSE",0
"CISD1",1,0,0,"FALSE",0
"LOC100500938",1,0,0,"FALSE",0
"ZNF692",1,0,0,"FALSE",0
"AL359560",1,0,0,"FALSE",0
"RIPPLY2",1,0,0,"FALSE",0
"AF092437",1,0,0,"FALSE",0
"CEBPB",1,0,0,"FALSE",0
"MEFV",1,0,0,"FALSE",0
"MRPL36",1,0,0,"FALSE",0
"GRASP",1,0,0,"FALSE",0
"TBC1D19",1,0,0,"FALSE",0
"HIC1",1,0,0,"FALSE",0
"AL512751",1,0,0,"FALSE",0
"RNF13",1,0,0,"FALSE",0
"SCLY",1,0,0,"FALSE",0
"BRF2",1,0,0,"FALSE",0
"MASTL",1,0,0,"FALSE",0
"C2orf53",1,0,0,"FALSE",0
"LOC100130238",1,0,0,"FALSE",0
"CLDN3",1,0,0,"FALSE",0
"HDAC3",1,0,0,"FALSE",0
"LYZL4",1,0,0,"FALSE",0
"BIRC6",1,0,0.0477477477477477,"FALSE",0.0637065637065637
"ZNF700",1,0,0,"FALSE",0
"TDRD12",1,0,0,"FALSE",0
"C1orf194",1,0,0,"FALSE",0
"SLC14A2",1,0,0,"FALSE",0
"MUC3B",1,0,0,"FALSE",0
"SIX4",1,0,0,"FALSE",0
"ZNF613",1,0,0,"FALSE",0
"PSME4",1,0,0,"FALSE",0
"BSG",1,0,0,"FALSE",0
"CR740913",1,0,0,"FALSE",0
"HINT3",1,0,0,"FALSE",0
"AK126330",1,0,0,"FALSE",0
"COMMD5",1,0,0,"FALSE",0
"TEAD3",1,0,0,"FALSE",0
"OR2G3",1,0,0,"FALSE",0
"LOC400236",1,0,0,"FALSE",0
"REP15",1,0,0,"FALSE",0
"BM662626",1,0,0,"FALSE",0
"CDH16",1,0,0,"FALSE",0
"BC040862",1,0,0,"FALSE",0
"BX340435",1,0,0,"FALSE",0
"TMEM65",1,0,0,"FALSE",0
"BX105767",1,0,0,"FALSE",0
"BC039382",1,0,0,"FALSE",0
"FOXP4",1,0,0,"FALSE",0
"BQ186063",1,0,0,"FALSE",0
"VN1R1",1,0,0,"FALSE",0
"OR4D9",1,0,0,"FALSE",0
"HCFC1R1",1,0,0,"FALSE",0
"TEKT5",1,0,0,"FALSE",0
"AW516124",1,0,0,"FALSE",0
"BC038725",1,0,0,"FALSE",0
"DNAJC9",1,0,0,"FALSE",0
"FHOD1",1,0,0,"FALSE",0
"AI216295",1,0,0,"FALSE",0
"CMTM5",1,0,0,"FALSE",0
"LINC00229",1,0,0,"FALSE",0
"BM931785",1,0,0,"FALSE",0
"LOC400238",1,0,0,"FALSE",0
"GPR128",1,0,0,"FALSE",0
"BC043520",1,0,0,"FALSE",0
"ANO2",1,0,0,"FALSE",0
"BX118161",1,0,0,"FALSE",0
"DARC",1,0,0,"FALSE",0
"ZNF318",1,0,0,"FALSE",0
"RAB25",1,0,0,"FALSE",0
"FAM83B",1,0,0,"FALSE",0
"LRRC8C",1,0,0,"FALSE",0
"ZFP62",1,0,0,"FALSE",0
"GAGE8",1,0,0,"FALSE",0
"NDUFA3",1,0,0,"FALSE",0
"BF515229",1,0,0,"FALSE",0
"GPR152",1,0,0,"FALSE",0
"MRFAP1L1",1,0,0,"FALSE",0
"AK001794",1,0,0,"FALSE",0
"EEPD1",1,0,0,"FALSE",0
"ARSH",1,0,0,"FALSE",0
"FANK1",1,0,0,"FALSE",0
"EEF1E1",1,0,0,"FALSE",0
"DPYSL4",1,0,0,"FALSE",0
"ITPRIPL1",1,0,0,"FALSE",0
"AW303284",1,0,0,"FALSE",0
"ZNF589",1,0,0,"FALSE",0
"DUSP13",1,0,0,"FALSE",0
"SCAMP2",1,0,0,"FALSE",0
"ALS2CR4",1,0,0,"FALSE",0
"C11orf31",1,0,0,"FALSE",0
"DCN",1,0,0,"FALSE",0
"AK057885",1,0,0,"FALSE",0
"DEFB136",1,0,0,"FALSE",0
"OR2AE1",1,0,0,"FALSE",0
"DB005376",1,0,0,"FALSE",0
"RAB6C",1,0,0,"FALSE",0
"COPB2",1,0,0,"FALSE",0
"CR608907",1,0,0,"FALSE",0
"ENO2",1,0,0,"FALSE",0
"C12orf43",1,0,0,"FALSE",0
"AA766245",1,0,0,"FALSE",0
"ZBTB2",1,0,0,"FALSE",0
"DB180818",1,0,0,"FALSE",0
"FAM149A",1,0,0,"FALSE",0
"PM20D2",1,0,0,"FALSE",0
"SLU7",1,0,0,"FALSE",0
"AI184612",1,0,0,"FALSE",0
"BUD13",1,0,0,"FALSE",0
"MAML2",1,0,0,"FALSE",0
"TAT",1,0,0,"FALSE",0
"DB337234",1,0,0,"FALSE",0
"NECAB3",1,0,0,"FALSE",0
"LOC100128563",1,0,0,"FALSE",0
"FEZF1",1,0,0,"FALSE",0
"CCDC85C",1,0,0,"FALSE",0
"KIAA1797",1,0,0,"FALSE",0
"AI367217",1,0,0,"FALSE",0
"TTTY18",1,0,0,"FALSE",0
"AW243302",1,0,0,"FALSE",0
"PIGR",1,0,0,"FALSE",0
"PURA",1,0,0,"FALSE",0
"CRB1",1,0,0,"FALSE",0
"KRT76",1,0,0,"FALSE",0
"BX105574",1,0,0,"FALSE",0
"CK301068",1,0,0,"FALSE",0
"LOC100128571",1,0,0,"FALSE",0
"WNT2",1,0,0,"FALSE",0
"AW104927",1,0,0,"FALSE",0
"FAM177B",1,0,0,"FALSE",0
"GSTM1",1,0,0,"FALSE",0
"MTHFSD",1,0,0,"FALSE",0
"BI559828",1,0,0,"FALSE",0
"C7orf28B",1,0,0,"FALSE",0
"CD40LG",1,0,0,"FALSE",0
"AI864308",1,0,0,"FALSE",0
"TTC23L",1,0,0,"FALSE",0
"TCOF1",1,0,0,"FALSE",0
"LCE1B",1,0,0,"FALSE",0
"ADCY7",1,0,0,"FALSE",0
"C14orf184",1,0,0,"FALSE",0
"AW449342",1,0,0,"FALSE",0
"DB312205",1,0,0,"FALSE",0
"GLIS1",1,0,0,"FALSE",0
"FAM84B",1,0,0,"FALSE",0
"C3orf39",1,0,0,"FALSE",0
"SLC30A2",1,0,0,"FALSE",0
"C15orf21",1,0,0,"FALSE",0
"FAM165B",1,0,0,"FALSE",0
"RPL11",1,0,0,"FALSE",0
"KIAA1432",1,0,0,"FALSE",0
"NRN1L",1,0,0,"FALSE",0
"AU311380",1,0,0,"FALSE",0
"DNAJB1",1,0,0,"FALSE",0
"AB062488",1,0,0,"FALSE",0
"PUS1",1,0,0,"FALSE",0
"NCALD",1,0,0,"FALSE",0
"AK054674",1,0,0,"FALSE",0
"MAPKAP1",1,0,0,"FALSE",0
"BX112697",1,0,0,"FALSE",0
"IFT80",1,0,0,"FALSE",0
"ABCC3",1,0,0,"FALSE",0
"PTDSS1",1,0,0,"FALSE",0
"CPVL",1,0,0,"FALSE",0
"CTH",1,0,0,"FALSE",0
"AV731331",1,0,0,"FALSE",0
"BOLA2B",1,0,0,"FALSE",0
"AARSD1",1,0,0,"FALSE",0
"AI223955",1,0,0,"FALSE",0
"ARHGAP33",1,0,0,"FALSE",0
"NDN",1,0,0,"FALSE",0
"GCSH",1,0,0,"FALSE",0
"RAD51AP2",1,0,0,"FALSE",0
"ELAC2",1,0,0,"FALSE",0
"C16orf79",1,0,0,"FALSE",0
"RFXANK",1,0,0,"FALSE",0
"DRD5",1,0,0,"FALSE",0
"GLIS2",1,0,0,"FALSE",0
"NR_024104",1,0,0,"FALSE",0
"ANTXR1",1,0,0,"FALSE",0
"C8orfK29",1,0,0,"FALSE",0
"KCNJ8",1,0,0,"FALSE",0
"AASS",1,0,0,"FALSE",0
"CST8",1,0,0,"FALSE",0
"BM009483",1,0,0,"FALSE",0
"OCRL",1,0,0,"FALSE",0
"C7orf42",1,0,0,"FALSE",0
"LOC285045",1,0,0,"FALSE",0
"IL34",1,0,0,"FALSE",0
"MAPK1IP1L",1,0,0,"FALSE",0
"PSMD3",1,0,0,"FALSE",0
"PCDHGC3",1,0,0,"FALSE",0
"LOC646999",1,0,0,"FALSE",0
"AW075303",1,0,0,"FALSE",0
"SPAG11A",1,0,0,"FALSE",0
"URM1",1,0,0,"FALSE",0
"KCNJ4",1,0,0,"FALSE",0
"RARS",1,0,0,"FALSE",0
"ZFAND2B",1,0,0,"FALSE",0
"NFRKB",1,0,0,"FALSE",0
"RTN4RL2",1,0,0,"FALSE",0
"NUCB2",1,0,0,"FALSE",0
"BF507633",1,0,0,"FALSE",0
"DB027866",1,0,0,"FALSE",0
"PLOD1",1,0,0,"FALSE",0
"BX119820",1,0,0,"FALSE",0
"NAG20",1,0,0,"FALSE",0
"GAL",1,0,0,"FALSE",0
"OTUD5",1,0,0,"FALSE",0
"AA935895",1,0,0,"FALSE",0
"STX11",1,0,0,"FALSE",0
"BM673749",1,0,0,"FALSE",0
"AW976634",1,0,0,"FALSE",0
"GRXCR2",1,0,0,"FALSE",0
"LOC100128239",1,0,0,"FALSE",0
"KIAA1647",1,0,0,"FALSE",0
"PCP4L1",1,0,0,"FALSE",0
"AK095534",1,0,0,"FALSE",0
"DENND1A",1,0,0,"FALSE",0
"NAT14",1,0,0,"FALSE",0
"AW341872",1,0,0,"FALSE",0
"NSUN5B",1,0,0,"FALSE",0
"PLXNC1",1,0,0,"FALSE",0
"ZNF251",1,0,0,"FALSE",0
"TMEM220",1,0,0,"FALSE",0
"VIPR2",1,0,0,"FALSE",0
"GLRB",1,0,0,"FALSE",0
"AFG3L1",1,0,0,"FALSE",0
"KLRF1",1,0,0,"FALSE",0
"OR2A25",1,0,0,"FALSE",0
"GLA",1,0,0,"FALSE",0
"GPX1",1,0,0,"FALSE",0
"PRR7",1,0,0,"FALSE",0
"C17orf67",1,0,0,"FALSE",0
"LXN",1,0,0,"FALSE",0
"ZNF217",1,0,0,"FALSE",0
"MLL2",1,0,0.0684068406840684,"FALSE",0.0901717557251908
"FKBP10",1,0,0,"FALSE",0
"AA704293",1,0,0,"FALSE",0
"AAAS",1,0,0,"FALSE",0
"RELL2",1,0,0,"FALSE",0
"KCNJ2",1,0,0,"FALSE",0
"GGTLC1",1,0,0,"FALSE",0
"TRHR",1,0,0,"FALSE",0
"ACAP2",1,0,0,"FALSE",0
"BE351020",1,0,0,"FALSE",0
"FTHL17",1,0,0,"FALSE",0
"GJA5",1,0,0,"FALSE",0
"FBXL12",1,0,0,"FALSE",0
"SUGP2",1,0,0,"FALSE",0
"UPF3A",1,0,0,"FALSE",0
"JTB",1,0,0,"FALSE",0
"AI863643",1,0,0,"FALSE",0
"C10orf108",1,0,0,"FALSE",0
"ACBD4",1,0,0,"FALSE",0
"BQ184623",1,0,0,"FALSE",0
"STAC2",1,0,0,"FALSE",0
"BX103480",1,0,0,"FALSE",0
"CR736855",1,0,0,"FALSE",0
"UGT3A1",1,0,0,"FALSE",0
"TCL1A",1,0,0,"FALSE",0
"BX089531",1,0,0,"FALSE",0
"C14orf37",1,0,0,"FALSE",0
"AA506051",1,0,0,"FALSE",0
"TIGD3",1,0,0,"FALSE",0
"AA658833",1,0,0,"FALSE",0
"NR5A1",1,0,0,"FALSE",0
"AI807256",1,0,0,"FALSE",0
"C16orf46",1,0,0,"FALSE",0
"ZNF214",1,0,0,"FALSE",0
"AA780066",1,0,0,"FALSE",0
"PKD2",1,0,0,"FALSE",0
"TDG",1,0,0,"FALSE",0
"LY96",1,0,0,"FALSE",0
"NAP1L4",1,0,0,"FALSE",0
"CDX1",1,0,0,"FALSE",0
"C6orf201",1,0,0,"FALSE",0
"COL8A2",1,0,0,"FALSE",0
"ETV4",1,0,0,"FALSE",0
"SLC22A24",1,0,0,"FALSE",0
"FLJ13224",1,0,0,"FALSE",0
"AGGF1",1,0,0,"FALSE",0
"CHID1",1,0,0,"FALSE",0
"C19orf29",1,0,0,"FALSE",0
"UGT2B11",1,0,0,"FALSE",0
"OR4M1",1,0,0,"FALSE",0
"AI625535",1,0,0,"FALSE",0
"LOC100506810",1,0,0,"FALSE",0
"HIST1H1A",1,0,0,"FALSE",0
"LYPLA1",1,0,0,"FALSE",0
"SLC26A10",1,0,0,"FALSE",0
"KRTAP9.4",1,0,0,"FALSE",0
"CLCNKB",1,0,0,"FALSE",0
"FRAT1",1,0,0,"FALSE",0
"DA821820",1,0,0,"FALSE",0
"FAM151B",1,0,0,"FALSE",0
"C21orf34",1,0,0,"FALSE",0
"CYP4F8",1,0,0,"FALSE",0
"GABRR3",1,0,0,"FALSE",0
"OR4C11",1,0,0,"FALSE",0
"TCRBV7S1A1N2T",1,0,0,"FALSE",0
"AA577794",1,0,0,"FALSE",0
"C14orf45",1,0,0,"FALSE",0
"AW295130",1,0,0,"FALSE",0
"TP53I11",1,0,0,"FALSE",0
"NDUFS7",1,0,0,"FALSE",0
"AX747015",1,0,0,"FALSE",0
"WAS",1,0,0,"FALSE",0
"DB046767",1,0,0,"FALSE",0
"NOL3",1,0,0,"FALSE",0
"CN271561",1,0,0,"FALSE",0
"MREG",1,0,0,"FALSE",0
"C21orf58",1,0,0,"FALSE",0
"NTS",1,0,0,"FALSE",0
"AKR7A3",1,0,0,"FALSE",0
"FAM54A",1,0,0,"FALSE",0
"FGFR4",1,0,0,"FALSE",0
"AW293732",1,0,0,"FALSE",0
"BC101986",1,0,0,"FALSE",0
"AI962959",1,0,0,"FALSE",0
"REC8",1,0,0,"FALSE",0
"CD722363",1,0,0,"FALSE",0
"IQCG",1,0,0,"FALSE",0
"DA301482",1,0,0,"FALSE",0
"BM989698",1,0,0,"FALSE",0
"RGPD3",1,0,0,"FALSE",0
"AA983865",1,0,0,"FALSE",0
"CUL1",1,0,0,"FALSE",0
"CCDC50",1,0,0,"FALSE",0
"MRPL42",1,0,0,"FALSE",0
"AW272084",1,0,0,"FALSE",0
"RNF144B",1,0,0,"FALSE",0
"RABAC1",1,0,0,"FALSE",0
"CAPN2",1,0,0,"FALSE",0
"CCDC72",1,0,0,"FALSE",0
"TCIRG1",1,0,0,"FALSE",0
"TM9SF4",1,0,0,"FALSE",0
"PCK1",1,0,0,"FALSE",0
"MTCH2",1,0,0,"FALSE",0
"TAS2R3",1,0,0,"FALSE",0
"WDR6",1,0,0,"FALSE",0
"CR605870",1,0,0,"FALSE",0
"CIB3",1,0,0,"FALSE",0
"AI673691",1,0,0,"FALSE",0
"UNQ5810",1,0,0,"FALSE",0
"GAS6",1,0,0,"FALSE",0
"FT002",1,0,0,"FALSE",0
"N4BP1",1,0,0,"FALSE",0
"SERHL2",1,0,0,"FALSE",0
"C1orf167",1,0,0,"FALSE",0
"BAIAP2",1,0,0,"FALSE",0
"AI140065",1,0,0,"FALSE",0
"C6orf170",1,0,0,"FALSE",0
"C6orf59",1,0,0,"FALSE",0
"DCAF12L2",1,0,0,"FALSE",0
"UBA5",1,0,0,"FALSE",0
"NUDT14",1,0,0,"FALSE",0
"CGNL1",1,0,0,"FALSE",0
"MOBKL3",1,0,0,"FALSE",0
"SYT5",1,0,0,"FALSE",0
"LOC729264",1,0,0,"FALSE",0
"UBIAD1",1,0,0,"FALSE",0
"GLTPD1",1,0,0,"FALSE",0
"EML4",1,0,0,"FALSE",0
"BX108364",1,0,0,"FALSE",0
"BCL10",1,0,0,"FALSE",0
"NXPH3",1,0,0,"FALSE",0
"EFR3A",1,0,0,"FALSE",0
"TRAM1",1,0,0,"FALSE",0
"BE466224",1,0,0,"FALSE",0
"ARHGAP9",1,0,0,"FALSE",0
"KIAA1199",1,0,0,"FALSE",0
"ONECUT2",1,0,0,"FALSE",0
"HSP90AB3P",1,0,0,"FALSE",0
"BM676788",1,0,0,"FALSE",0
"ESRP2",1,0,0,"FALSE",0
"BTG4",1,0,0,"FALSE",0
"CHST11",1,0,0,"FALSE",0
"CALCR",1,0,0,"FALSE",0
"C12orf29",1,0,0,"FALSE",0
"BM676336",1,0,0,"FALSE",0
"PARD6G",1,0,0,"FALSE",0
"MCM3AP",1,0,0,"FALSE",0
"UBE2MP1",1,0,0,"FALSE",0
"DA647265",1,0,0,"FALSE",0
"RUFY3",1,0,0,"FALSE",0
"BMF",1,0,0,"FALSE",0
"LDHC",1,0,0,"FALSE",0
"FILIP1L",1,0,0,"FALSE",0
"DA598274",1,0,0,"FALSE",0
"BLOC1S1.RDH5",1,0,0,"FALSE",0
"FAM183A",1,0,0,"FALSE",0
"MAGOHB",1,0,0,"FALSE",0
"SYMPK",1,0,0,"FALSE",0
"SGK494",1,0,0,"FALSE",0
"NEK3",1,0,0,"FALSE",0
"CSTA",1,0,0,"FALSE",0
"ZNF890P",1,0,0,"FALSE",0
"RAC2",1,0,0,"FALSE",0
"SLC25A34",1,0,0,"FALSE",0
"GPR83",1,0,0,"FALSE",0
"BC031668",1,0,0,"FALSE",0
"AK097508",1,0,0,"FALSE",0
"GLI3",1,0,0,"FALSE",0
"TCEA1",1,0,0,"FALSE",0
"ASS1",1,0,0,"FALSE",0
"TERF1",1,0,0,"FALSE",0
"ITGB1",1,0,0,"FALSE",0
"SLC12A9",1,0,0,"FALSE",0
"BF593206",1,0,0,"FALSE",0
"NEURL",1,0,0,"FALSE",0
"BU633800",1,0,0,"FALSE",0
"S100A16",1,0,0,"FALSE",0
"GSS",1,0,0,"FALSE",0
"C11orf40",1,0,0,"FALSE",0
"PATE2",1,0,0,"FALSE",0
"OR2T35",1,0,0,"FALSE",0
"AV700714",1,0,0,"FALSE",0
"PLA2G2C",1,0,0,"FALSE",0
"BX954200",1,0,0,"FALSE",0
"AI950657",1,0,0,"FALSE",0
"SNTG2",1,0,0,"FALSE",0
"NDST2",1,0,0,"FALSE",0
"LOC100287227",1,0,0,"FALSE",0
"ARHGAP44",1,0,0,"FALSE",0
"SUSD2",1,0,0,"FALSE",0
"GEMIN7",1,0,0,"FALSE",0
"DB348362",1,0,0,"FALSE",0
"AW105202",1,0,0,"FALSE",0
"C3orf57",1,0,0,"FALSE",0
"MAPK14",1,0,0,"FALSE",0
"NPL",1,0,0,"FALSE",0
"TSPAN4",1,0,0,"FALSE",0
"USO1",1,0,0,"FALSE",0
"KIAA0368",1,0,0,"FALSE",0
"S100A11",1,0,0,"FALSE",0
